Date,Close
10/8/2018,215.15
10/5/2018,209.2
10/4/2018,218.2
10/3/2018,227.6
10/1/2018,230.9
9/28/2018,233.75
9/27/2018,233.25
9/26/2018,234.25
9/25/2018,236.1
9/24/2018,233.3
9/21/2018,234.6
9/19/2018,234.9
9/18/2018,235.05
9/17/2018,236.6
9/14/2018,233.95
9/12/2018,222.65
9/11/2018,216
9/10/2018,222
9/7/2018,222.95
9/6/2018,221.05
9/5/2018,222.4
9/4/2018,223.7
9/3/2018,236.7
8/31/2018,234.3
8/30/2018,236
8/29/2018,234.55
8/28/2018,233.35
8/27/2018,237.05
8/24/2018,231
8/23/2018,235.45
8/21/2018,240.55
8/20/2018,245.15
8/17/2018,243
8/16/2018,239.35
8/14/2018,237.55
8/13/2018,234.55
8/10/2018,233.55
8/9/2018,237.3
8/8/2018,236.35
8/7/2018,237.6
8/6/2018,239.5
8/3/2018,234.65
8/2/2018,235.45
8/1/2018,235.65
7/31/2018,246.9
7/30/2018,242.2
7/27/2018,242.25
7/26/2018,239.1
7/25/2018,236.9
7/24/2018,246.3
7/23/2018,243.3
7/20/2018,238.6
7/19/2018,233.1
7/18/2018,238.65
7/17/2018,247.9
7/16/2018,243.25
7/13/2018,258.9
7/12/2018,265.2
7/11/2018,269.8
7/10/2018,274.75
7/9/2018,275.25
7/6/2018,266.3
7/5/2018,271.25
7/4/2018,277.3
7/3/2018,281
7/2/2018,264.45
6/29/2018,269.35
6/28/2018,263.95
6/27/2018,265.6
6/26/2018,267.35
6/25/2018,264.5
6/22/2018,262.1
6/21/2018,258.2
6/20/2018,260.85
6/19/2018,267.05
6/18/2018,275.35
6/15/2018,272.15
6/14/2018,277.8
6/13/2018,269.6
6/12/2018,267.6
6/11/2018,263.7
6/8/2018,266.95
6/7/2018,267.1
6/6/2018,265.75
6/5/2018,263.75
6/4/2018,255.25
6/1/2018,263.25
5/31/2018,269.2
5/30/2018,264.5
5/29/2018,257.5
5/28/2018,260.65
5/25/2018,257.85
5/24/2018,254.5
5/23/2018,250.2
5/22/2018,247.15
5/21/2018,243.55
5/18/2018,244.7
5/17/2018,247.5
5/16/2018,241.1
5/15/2018,242.65
5/14/2018,255.9
5/11/2018,287.5
5/10/2018,285.25
5/9/2018,292
5/8/2018,289.7
5/7/2018,294.2
5/4/2018,287.8
5/3/2018,286.65
5/2/2018,292.75
4/30/2018,297.55
4/27/2018,292.1
4/26/2018,291.2
4/25/2018,289.1
4/24/2018,283.15
4/23/2018,283.6
4/20/2018,286.3
4/19/2018,286.2
4/18/2018,284.1
4/17/2018,280.95
4/16/2018,279.65
4/13/2018,275.5
4/12/2018,273.85
4/11/2018,273.85
4/10/2018,275.5
4/9/2018,277.8
4/6/2018,272.7
4/5/2018,273
4/4/2018,270.25
4/3/2018,274.8
4/2/2018,276.95
3/28/2018,258.75
3/27/2018,263.8
3/26/2018,262.2
3/23/2018,257.9
3/22/2018,258.85
3/21/2018,263.2
3/20/2018,262.05
3/19/2018,260.6
3/16/2018,272.4
3/15/2018,279.6
3/14/2018,278.5
3/13/2018,278.2
3/12/2018,276.05
3/9/2018,268.35
3/8/2018,273.4
3/7/2018,268.9
3/6/2018,274.15
3/5/2018,275.65
3/1/2018,274.85
2/28/2018,275.5
2/27/2018,275
2/26/2018,273.5
2/23/2018,270.7
2/22/2018,262.15
2/21/2018,266.6
2/20/2018,262.85
2/19/2018,267.95
2/16/2018,275.6
2/15/2018,279.05
2/14/2018,281.95
2/12/2018,285.1
2/9/2018,278.25
2/8/2018,280.45
2/7/2018,280.15
2/6/2018,266.7
2/5/2018,273.1
2/2/2018,274.85
2/1/2018,288.35
1/31/2018,290.65
1/30/2018,304
1/29/2018,301.8
1/25/2018,304.25
1/24/2018,304.25
1/23/2018,307.2
1/22/2018,308.85
1/19/2018,308.35
1/18/2018,305.45
1/17/2018,313.55
1/16/2018,316.4
1/15/2018,323
1/12/2018,325.75
1/11/2018,313.3
1/10/2018,314.1
1/9/2018,315.3
1/8/2018,317.6
1/5/2018,312.95
1/4/2018,312.25
1/3/2018,311.2
1/2/2018,311.15
1/1/2018,312.9
12/29/2017,316.4
12/28/2017,306.6
12/27/2017,305.55
12/26/2017,305.95
12/22/2017,302.75
12/21/2017,300.15
12/20/2017,300.85
12/19/2017,300.65
12/18/2017,290.85
12/15/2017,286.85
12/14/2017,284.3
12/13/2017,284.45
12/12/2017,287.8
12/11/2017,298.35
12/8/2017,288.45
12/7/2017,284
12/6/2017,274.95
12/5/2017,279.95
12/4/2017,279.05
12/1/2017,283.55
11/30/2017,287.1
11/29/2017,280.2
11/28/2017,287.75
11/27/2017,277.45
11/24/2017,278.7
11/23/2017,274.8
11/22/2017,274.05
11/21/2017,273.15
11/20/2017,274.9
11/17/2017,259.9
11/16/2017,251.95
11/15/2017,250.9
11/14/2017,246.7
11/13/2017,234.4
11/10/2017,236.15
11/9/2017,240.45
11/8/2017,224.5
11/7/2017,225
11/6/2017,234.7
11/3/2017,225.3
11/2/2017,226.35
11/1/2017,227.8
10/31/2017,226.95
10/30/2017,226.8
10/27/2017,220.5
10/26/2017,209.8
10/25/2017,205.3
10/24/2017,209.65
10/23/2017,203.1
10/19/2017,204.6
10/18/2017,206.8
10/17/2017,210.3
10/16/2017,209.6
10/13/2017,210.25
10/12/2017,212
10/11/2017,209.4
10/10/2017,208.45
10/9/2017,208.3
10/6/2017,209.6
10/5/2017,209.45
10/4/2017,204.95
10/3/2017,206.45
9/29/2017,205.8
9/28/2017,203.15
9/27/2017,198.6
9/26/2017,204.65
9/25/2017,196.65
9/22/2017,201.15
9/21/2017,212.2
9/20/2017,213.7
9/19/2017,216.2
9/18/2017,213.3
9/15/2017,210.55
9/14/2017,212.05
9/13/2017,207.3
9/12/2017,212.05
9/11/2017,209.25
9/8/2017,206.9
9/7/2017,205.75
9/6/2017,205.95
9/5/2017,196.7
9/4/2017,193.3
9/1/2017,197.6
8/31/2017,198
8/30/2017,197.05
8/29/2017,190.35
8/28/2017,193.3
8/24/2017,194.25
8/23/2017,196.55
8/22/2017,189.85
8/21/2017,196.15
8/18/2017,194.4
8/17/2017,190.6
8/16/2017,193.85
8/14/2017,178.75
8/11/2017,164.2
8/10/2017,156
8/9/2017,162.1
8/8/2017,166
8/7/2017,170.45
8/4/2017,166.45
8/3/2017,166.65
8/2/2017,165.1
8/1/2017,167.5
7/31/2017,169.55
7/28/2017,169.15
7/27/2017,168.4
7/26/2017,172.2
7/25/2017,171.15
7/24/2017,170
7/21/2017,172.2
7/20/2017,171.3
7/19/2017,175.15
7/18/2017,173.75
7/17/2017,177
7/14/2017,174.2
7/13/2017,175.4
7/12/2017,173.75
7/11/2017,169.5
7/10/2017,166.55
7/7/2017,157.75
7/6/2017,153.35
7/5/2017,156.15
7/4/2017,150.05
7/3/2017,151.6
6/30/2017,150.65
6/29/2017,148.5
6/28/2017,149.15
6/27/2017,147.35
6/23/2017,151.15
6/22/2017,154.75
6/21/2017,156.8
6/20/2017,156.85
6/19/2017,156.4
6/16/2017,158.2
6/15/2017,159.1
6/14/2017,158.45
6/13/2017,156.45
6/12/2017,152.1
6/9/2017,154.4
6/8/2017,154.6
6/7/2017,155.55
6/6/2017,153
6/5/2017,154.95
6/2/2017,154.85
6/1/2017,152.4
5/31/2017,149.4
5/30/2017,145.55
5/29/2017,145.4
5/26/2017,146.9
5/25/2017,143.05
5/24/2017,141.7
5/23/2017,144.75
5/22/2017,147.8
5/19/2017,149.5
5/18/2017,147.5
5/17/2017,152.85
5/16/2017,154.45
5/15/2017,154.6
5/12/2017,152.65
5/11/2017,154
5/10/2017,154.85
5/9/2017,154.05
5/8/2017,152.6
5/5/2017,152.3
5/4/2017,155.35
5/3/2017,156.2
5/2/2017,157.7
4/28/2017,153.1
4/27/2017,152.1
4/26/2017,153.75
4/25/2017,151.7
4/24/2017,151.95
4/21/2017,151.3
4/20/2017,152.15
4/19/2017,150.2
4/18/2017,148.15
4/17/2017,149.45
4/13/2017,150.5
4/12/2017,151.75
4/11/2017,153.4
4/10/2017,150.95
4/7/2017,150.6
4/6/2017,153.05
4/5/2017,152.65
4/3/2017,151.9
3/31/2017,150.55
3/30/2017,150.15
3/29/2017,150.6
3/28/2017,150.55
3/27/2017,148.6
3/24/2017,151.15
3/23/2017,151.6
3/22/2017,143.1
3/21/2017,145.9
3/20/2017,146.45
3/17/2017,144.8
3/16/2017,144.7
3/15/2017,140.9
3/14/2017,139.5
3/10/2017,137.1
3/9/2017,140.8
3/8/2017,141.4
3/7/2017,142.75
3/6/2017,143.25
3/3/2017,143.35
3/2/2017,141.1
3/1/2017,143.6
2/28/2017,138.05
2/27/2017,138.9
2/23/2017,139.25
2/22/2017,140
2/21/2017,141.6
2/20/2017,141.6
2/17/2017,140.15
2/16/2017,140.1
2/15/2017,138.75
2/14/2017,141.2
2/13/2017,141.95
2/10/2017,143.95
2/9/2017,143.9
2/8/2017,146.15
2/7/2017,141.65
2/6/2017,142.75
2/3/2017,141.85
2/2/2017,137.65
2/1/2017,130.1
1/31/2017,128.85
1/30/2017,130.45
1/27/2017,129.2
1/25/2017,128.35
1/24/2017,128.45
1/23/2017,127.9
1/20/2017,126.4
1/19/2017,130.5
1/18/2017,128.65
1/17/2017,127.6
1/16/2017,127.65
1/13/2017,128.35
1/12/2017,125.15
1/11/2017,127.55
1/10/2017,124.45
1/9/2017,124.75
1/6/2017,124.65
1/5/2017,125.2
1/4/2017,124.45
1/3/2017,124.45
1/2/2017,123.55
12/30/2016,122
12/29/2016,121.1
12/28/2016,119.6
12/27/2016,120.55
12/26/2016,117
12/23/2016,118.85
12/22/2016,119.4
12/21/2016,121.6
12/20/2016,121.25
12/19/2016,124.3
12/16/2016,124.3
12/15/2016,124.45
12/14/2016,122.75
12/13/2016,123.35
12/12/2016,123.35
12/9/2016,123.9
12/8/2016,123.85
12/7/2016,122.3
12/6/2016,123.4
12/5/2016,123.65
12/2/2016,121.55
12/1/2016,121.9
11/30/2016,123.85
11/29/2016,121.95
11/28/2016,120.95
11/25/2016,118.5
11/24/2016,115.1
11/23/2016,117.65
11/22/2016,117.3
11/21/2016,115.65
11/18/2016,120.1
11/17/2016,118.6
11/16/2016,121.3
11/15/2016,117
11/11/2016,118.65
11/10/2016,125.4
11/9/2016,121.9
11/8/2016,127.45
11/7/2016,128
11/4/2016,126.85
11/3/2016,131.35
11/2/2016,134.95
11/1/2016,138.6
10/30/2016,139.4
10/28/2016,139.95
10/27/2016,137.75
10/26/2016,145.4
10/25/2016,150
10/24/2016,154.05
10/21/2016,152.5
10/20/2016,152.35
10/19/2016,154.6
10/18/2016,151.9
10/17/2016,150.25
10/14/2016,153.2
10/13/2016,147.85
10/10/2016,151.65
10/7/2016,151.25
10/6/2016,150.9
10/5/2016,153.3
10/4/2016,141.8
10/3/2016,142.35
9/30/2016,139.6
9/29/2016,137
9/28/2016,146.75
9/27/2016,144.55
9/26/2016,140.65
9/23/2016,142.4
9/22/2016,138.9
9/21/2016,138.05
9/20/2016,138
9/19/2016,139.9
9/16/2016,139.85
9/15/2016,137
9/14/2016,137.45
9/12/2016,135.3
9/9/2016,139.7
9/8/2016,142.2
9/7/2016,142.2
9/6/2016,141.75
9/2/2016,141.6
9/1/2016,141.1
8/31/2016,140.25
8/30/2016,140.2
8/29/2016,139
8/26/2016,139.9
8/25/2016,140.45
8/24/2016,140.25
8/23/2016,139.6
8/22/2016,138.4
8/19/2016,141.25
8/18/2016,138.85
8/17/2016,137.65
8/16/2016,138.05
8/12/2016,136.95
8/11/2016,137.3
8/10/2016,137.75
8/9/2016,143.25
8/8/2016,142.9
8/5/2016,139.1
8/4/2016,138.3
8/3/2016,135.75
8/2/2016,138.4
8/1/2016,141
7/29/2016,142.15
7/28/2016,140.15
7/27/2016,137.45
7/26/2016,131.15
7/25/2016,133.45
7/22/2016,131.5
7/21/2016,131.8
7/20/2016,133.85
7/19/2016,130.05
7/18/2016,129.95
7/15/2016,132.6
7/14/2016,132.6
7/13/2016,132.15
7/12/2016,132.9
7/11/2016,133.1
7/8/2016,132.6
7/7/2016,134.45
7/5/2016,133.9
7/4/2016,134.1
7/1/2016,134.9
6/30/2016,131.2
6/29/2016,129.7
6/28/2016,127.85
6/27/2016,125.95
6/24/2016,124.25
6/23/2016,126.75
6/22/2016,127.25
6/21/2016,125.45
6/20/2016,126.15
6/17/2016,125.7
6/16/2016,126.1
6/15/2016,127
6/14/2016,126.5
6/13/2016,128.15
6/10/2016,123.65
6/9/2016,124.95
6/8/2016,124.4
6/7/2016,119.35
6/6/2016,119.3
6/3/2016,120.2
6/2/2016,119.25
6/1/2016,118.05
5/31/2016,117.75
5/30/2016,117.95
5/27/2016,117.3
5/26/2016,118.6
5/25/2016,119.5
5/24/2016,121.75
5/23/2016,120.4
5/20/2016,120.05
5/19/2016,119.95
5/18/2016,120.95
5/17/2016,120.35
5/16/2016,120.65
5/13/2016,119.55
5/12/2016,118.95
5/11/2016,117.3
5/10/2016,118.2
5/9/2016,118.75
5/6/2016,118.1
5/5/2016,116.35
5/4/2016,116.95
5/3/2016,119.45
5/2/2016,121.1
4/29/2016,120.05
4/28/2016,120.3
4/27/2016,122.4
4/26/2016,121.8
4/25/2016,121.2
4/22/2016,120.25
4/21/2016,120.1
4/20/2016,121.85
4/18/2016,120
4/13/2016,120.65
4/12/2016,118.35
4/11/2016,119.5
4/8/2016,117.7
4/7/2016,118.7
4/6/2016,118.85
4/5/2016,118.25
4/4/2016,121.2
4/1/2016,122.55
3/31/2016,121.25
3/30/2016,121.4
3/29/2016,119.3
3/28/2016,119.4
3/23/2016,119.45
3/22/2016,121.4
3/21/2016,119.9
3/18/2016,118.9
3/17/2016,115.8
3/16/2016,115.1
3/15/2016,115.45
3/14/2016,115.65
3/11/2016,115.85
3/10/2016,116.45
3/9/2016,116.85
3/8/2016,115.65
3/4/2016,113.25
3/3/2016,109.5
3/2/2016,109.9
3/1/2016,108.9
2/29/2016,103.55
2/26/2016,104.75
2/25/2016,106.2
2/24/2016,106.7
2/23/2016,106.65
2/22/2016,109.1
2/19/2016,107.3
2/18/2016,104.55
2/17/2016,104
2/16/2016,102.65
2/15/2016,106
2/12/2016,104.3
2/11/2016,105.25
2/10/2016,118.35
2/9/2016,120.75
2/8/2016,123.9
2/5/2016,122.5
2/4/2016,121.6
2/3/2016,121.75
2/2/2016,124.25
2/1/2016,126.6
1/29/2016,126.5
1/28/2016,123.15
1/27/2016,124.45
1/25/2016,124.3
1/22/2016,125.55
1/21/2016,121.75
1/20/2016,122.55
1/19/2016,126.4
1/18/2016,121.85
1/15/2016,128.5
1/14/2016,134.05
1/13/2016,135.6
1/12/2016,139.5
1/11/2016,141.9
1/8/2016,144.45
1/7/2016,140.05
1/6/2016,145.25
1/5/2016,148.35
1/4/2016,143.7
1/1/2016,146.4
12/31/2015,146.2
12/30/2015,146.35
12/29/2015,141.9
12/28/2015,144.05
12/24/2015,144.8
12/23/2015,142
12/22/2015,141.2
12/21/2015,142.9
12/18/2015,141.9
12/17/2015,142.2
12/16/2015,136.55
12/15/2015,133.85
12/14/2015,134.35
12/11/2015,133.2
12/10/2015,135.3
12/9/2015,132.15
12/8/2015,135
12/7/2015,135.35
12/4/2015,133.65
12/3/2015,134.9
12/2/2015,136.2
12/1/2015,136.25
11/30/2015,137.55
11/27/2015,136.95
11/26/2015,134.95
11/24/2015,134.35
11/23/2015,132.95
11/20/2015,133.8
11/19/2015,130.9
11/18/2015,128.75
11/17/2015,132.5
11/16/2015,128.15
11/13/2015,128
11/11/2015,127.9
11/10/2015,125.7
11/9/2015,128.8
11/6/2015,125.85
11/5/2015,128
11/4/2015,131.75
11/3/2015,131.75
11/2/2015,132.65
10/30/2015,133.45
10/29/2015,135.9
10/28/2015,135.6
10/27/2015,135.8
10/26/2015,138.9
10/23/2015,137.8
10/21/2015,137.55
10/20/2015,139.4
10/19/2015,134.7
10/16/2015,134
10/15/2015,134.7
10/14/2015,134
10/13/2015,132.3
10/12/2015,134.55
10/9/2015,134.7
10/8/2015,133.35
10/7/2015,133.05
10/6/2015,130.55
10/5/2015,131.85
10/1/2015,130.05
9/30/2015,127.8
9/29/2015,126.6
9/28/2015,127.1
9/24/2015,124.2
9/23/2015,125
9/22/2015,123.9
9/21/2015,125.5
9/18/2015,125.45
9/16/2015,123.1
9/15/2015,125.4
9/14/2015,124.05
9/11/2015,123.25
9/10/2015,123.75
9/9/2015,123.65
9/8/2015,120.95
9/7/2015,120.45
9/4/2015,120.2
9/3/2015,124.15
9/2/2015,118.85
9/1/2015,115.2
8/31/2015,119.6
8/28/2015,118.15
8/27/2015,116.35
8/26/2015,117.3
8/25/2015,117.55
8/24/2015,114.85
8/21/2015,130.4
8/20/2015,132.9
8/19/2015,133.8
8/18/2015,134.15
8/17/2015,131
8/14/2015,132.1
8/13/2015,130
8/12/2015,133.05
8/11/2015,137.7
8/10/2015,138.95
8/7/2015,141.95
8/6/2015,143.75
8/5/2015,142.15
8/4/2015,143.3
8/3/2015,140.85
7/31/2015,140.2
7/30/2015,137.15
7/29/2015,138.65
7/28/2015,137.45
7/27/2015,137.55
7/24/2015,140.8
7/23/2015,140.85
7/22/2015,139.5
7/21/2015,137.5
7/20/2015,141.75
7/17/2015,139
7/16/2015,138
7/15/2015,138.15
7/14/2015,137.05
7/13/2015,136.8
7/10/2015,134.55
7/9/2015,133.95
7/8/2015,134.9
7/7/2015,138.2
7/6/2015,135
7/3/2015,136.1
7/2/2015,137.1
7/1/2015,135.55
6/30/2015,132.2
6/29/2015,129.55
6/26/2015,133.85
6/25/2015,135.7
6/24/2015,133.2
6/23/2015,133.85
6/22/2015,135
6/19/2015,133.75
6/18/2015,132.6
6/17/2015,132.35
6/16/2015,128.7
6/15/2015,129.1
6/12/2015,128.15
6/11/2015,134.4
6/10/2015,136.6
6/9/2015,137.55
6/8/2015,134.85
6/5/2015,138.5
6/4/2015,137.75
6/3/2015,137.35
6/2/2015,140.8
6/1/2015,145.15
5/29/2015,146.25
5/28/2015,144.9
5/27/2015,148.7
5/26/2015,148.8
5/25/2015,147.45
5/22/2015,147.95
5/21/2015,146.65
5/20/2015,145.95
5/19/2015,147.55
5/18/2015,147.95
5/15/2015,147.4
5/14/2015,146.3
5/13/2015,144.55
5/12/2015,142.85
5/11/2015,143.35
5/8/2015,141.05
5/7/2015,137.75
5/6/2015,139.8
5/5/2015,144.55
5/4/2015,143.55
4/30/2015,142.1
4/29/2015,142.55
4/28/2015,141.95
4/27/2015,142.15
4/24/2015,147.25
4/23/2015,150.2
4/22/2015,149.65
4/21/2015,150.2
4/20/2015,153.25
4/17/2015,157.55
4/16/2015,159.3
4/15/2015,158.95
4/13/2015,161.5
4/10/2015,161.2
4/9/2015,152.05
4/8/2015,151.6
4/7/2015,151.1
4/6/2015,151.45
4/1/2015,151.1
3/31/2015,148.8
3/30/2015,149.75
3/27/2015,145.75
3/26/2015,147.3
3/25/2015,149
3/24/2015,147.95
3/23/2015,147.2
3/20/2015,149.95
3/19/2015,153.85
3/18/2015,155.85
3/17/2015,156.7
3/16/2015,154.75
3/13/2015,154.85
3/12/2015,160
3/11/2015,157.85
3/10/2015,157.25
3/9/2015,159.05
3/5/2015,159.3
3/4/2015,158.35
3/3/2015,163.55
3/2/2015,158.35
2/28/2015,154.9
2/27/2015,156.05
2/26/2015,152.55
2/25/2015,153.5
2/24/2015,155.55
2/23/2015,155.95
2/20/2015,159.7
2/19/2015,157
2/18/2015,156.85
2/16/2015,155.15
2/13/2015,157.4
2/12/2015,155.2
2/11/2015,154.35
2/10/2015,151.55
2/9/2015,149.55
2/6/2015,152.4
2/5/2015,154.75
2/4/2015,158.55
2/3/2015,160.45
2/2/2015,163.6
1/30/2015,158.7
1/29/2015,158.25
1/28/2015,158.75
1/27/2015,159.4
1/23/2015,161.15
1/22/2015,158.85
1/21/2015,158
1/20/2015,156.35
1/19/2015,156.55
1/16/2015,154.3
1/15/2015,155.65
1/14/2015,154.85
1/13/2015,155.25
1/12/2015,157.35
1/9/2015,155.6
1/8/2015,153.7
1/7/2015,148.45
1/6/2015,148.15
1/5/2015,152.95
1/2/2015,152.5
1/1/2015,150.7
12/31/2014,150.95
12/30/2014,149.05
12/29/2014,148.65
12/26/2014,146.85
12/24/2014,146.9
12/23/2014,148.3
12/22/2014,147.5
12/19/2014,147.4
12/18/2014,147.5
12/17/2014,145
12/16/2014,144.25
12/15/2014,151.6
12/12/2014,152.95
12/11/2014,155.65
12/10/2014,156
12/9/2014,154.85
12/8/2014,158.3
12/5/2014,161.1
12/4/2014,163.4
12/3/2014,163.25
12/2/2014,163.35
12/1/2014,159.55
11/28/2014,161.3
11/27/2014,161
11/26/2014,155.3
11/25/2014,154.2
11/24/2014,156.95
11/21/2014,156.75
11/20/2014,156.95
11/19/2014,157.85
11/18/2014,159.4
11/17/2014,159.9
11/14/2014,155.25
11/13/2014,154.2
11/12/2014,155.85
11/11/2014,158.25
11/10/2014,157.75
11/7/2014,160.9
11/5/2014,161.65
11/3/2014,163.75
10/31/2014,160.1
10/30/2014,157.45
10/29/2014,157.3
10/28/2014,156.35
10/27/2014,156.3
10/23/2014,158.35
10/22/2014,156.5
10/21/2014,155.55
10/20/2014,154.7
10/17/2014,153.35
10/16/2014,152.35
10/14/2014,156.4
10/13/2014,157.5
10/10/2014,160.25
10/9/2014,161.25
10/8/2014,160.25
10/7/2014,158.8
10/1/2014,158.85
9/30/2014,159.35
9/29/2014,159
9/26/2014,159.65
9/25/2014,160.3
9/24/2014,164.75
9/23/2014,164.45
9/22/2014,170.6
9/19/2014,168.6
9/18/2014,164.85
9/17/2014,161.6
9/16/2014,159.45
9/15/2014,167.2
9/12/2014,169.55
9/11/2014,167.4
9/10/2014,162.55
9/9/2014,165.2
9/8/2014,164.6
9/5/2014,162.25
9/4/2014,162.2
9/3/2014,154.25
9/2/2014,155.4
9/1/2014,153.9
8/28/2014,150.5
8/27/2014,153.1
8/26/2014,152.95
8/25/2014,155.45
8/22/2014,155.45
8/21/2014,157.1
8/20/2014,158.5
8/19/2014,156.5
8/18/2014,154.4
8/14/2014,152.1
8/13/2014,151.15
8/12/2014,154.45
8/11/2014,151.9
8/8/2014,150.65
8/7/2014,154.15
8/6/2014,153.8
8/5/2014,154.9
8/4/2014,155.5
8/1/2014,154.3
7/31/2014,153.5
7/30/2014,152.9
7/28/2014,155.2
7/25/2014,153.5
7/24/2014,156.55
7/23/2014,156.8
7/22/2014,158.7
7/21/2014,159.2
7/18/2014,160.65
7/17/2014,160.35
7/16/2014,157.2
7/15/2014,153.75
7/14/2014,151.8
7/11/2014,149.8
7/10/2014,155.45
7/9/2014,154.95
7/8/2014,158.7
7/7/2014,167.05
7/4/2014,167.85
7/3/2014,169.2
7/2/2014,174.35
7/1/2014,174.8
6/30/2014,172.75
6/27/2014,171.1
6/26/2014,167.8
6/25/2014,169.5
6/24/2014,167.3
6/23/2014,167.95
6/20/2014,162.35
6/19/2014,162.9
6/18/2014,163.55
6/17/2014,167.05
6/16/2014,166
6/13/2014,163.7
6/12/2014,168.65
6/11/2014,169.35
6/10/2014,174.85
6/9/2014,171.2
6/6/2014,171.1
6/5/2014,154.05
6/4/2014,153
6/3/2014,150.3
6/2/2014,147.5
5/30/2014,149.1
5/29/2014,148.9
5/28/2014,156.25
5/27/2014,156.4
5/26/2014,156.45
5/23/2014,157.55
5/22/2014,155.55
5/21/2014,153.1
5/20/2014,153.45
5/19/2014,150.7
5/16/2014,144.75
5/15/2014,144.2
5/14/2014,147.3
5/13/2014,146.4
5/12/2014,144.55
5/9/2014,145
5/8/2014,142.45
5/7/2014,144.6
5/6/2014,145.1
5/5/2014,146.7
5/2/2014,148.35
4/30/2014,149.45
4/29/2014,151.3
4/28/2014,152.85
4/25/2014,152.95
4/23/2014,156.1
4/22/2014,157.85
4/21/2014,156.15
4/17/2014,157.45
4/16/2014,150.5
4/15/2014,153.05
4/11/2014,152.75
4/10/2014,153.1
4/9/2014,154.4
4/7/2014,151.45
4/4/2014,152.2
4/3/2014,151.55
4/2/2014,153.5
4/1/2014,154.25
3/31/2014,150.05
3/28/2014,148
3/27/2014,141.8
3/26/2014,142.75
3/25/2014,142.9
3/24/2014,142.85
3/22/2014,143.65
3/21/2014,143.4
3/20/2014,141.4
3/19/2014,141.3
3/18/2014,143.15
3/14/2014,142.7
3/13/2014,142.55
3/12/2014,145.65
3/11/2014,145.15
3/10/2014,143.8
3/7/2014,143.3
3/6/2014,142.55
3/5/2014,140.9
3/4/2014,140.4
3/3/2014,135.95
2/28/2014,139.7
2/26/2014,139.8
2/25/2014,141.2
2/24/2014,142.7
2/21/2014,142
2/20/2014,141.1
2/19/2014,140.35
2/18/2014,140.2
2/17/2014,138.9
2/14/2014,140.55
2/13/2014,141.75
2/12/2014,144.05
2/11/2014,144.85
2/10/2014,143.6
2/7/2014,143.35
2/6/2014,141.15
2/5/2014,143.05
2/4/2014,143.15
2/3/2014,140.7
1/31/2014,141
1/30/2014,140.45
1/29/2014,142.15
1/28/2014,138.95
1/27/2014,141.35
1/24/2014,144.25
1/23/2014,148.2
1/22/2014,149.85
1/21/2014,147.85
1/20/2014,148.3
1/17/2014,146.2
1/16/2014,149.05
1/15/2014,152.05
1/14/2014,152.05
1/13/2014,152.9
1/10/2014,155.95
1/9/2014,157.25
1/8/2014,157.1
1/7/2014,156.5
1/6/2014,156.8
1/3/2014,156.35
1/2/2014,154.95
1/1/2014,160.5
12/31/2013,160.45
12/30/2013,159.8
12/27/2013,158.05
12/26/2013,161.05
12/24/2013,157.25
12/23/2013,154.7
12/20/2013,153.1
12/19/2013,147.5
12/18/2013,148.2
12/17/2013,144.75
12/16/2013,143.45
12/13/2013,145.15
12/12/2013,146.75
12/11/2013,147
12/10/2013,147.45
12/9/2013,146.7
12/6/2013,146.2
12/5/2013,146.65
12/4/2013,145.55
12/3/2013,146.8
12/2/2013,149.3
11/29/2013,148.9
11/28/2013,147.65
11/27/2013,145.05
11/26/2013,145.5
11/25/2013,142.4
11/22/2013,141.8
11/21/2013,143.65
11/20/2013,145.35
11/19/2013,144.55
11/18/2013,147.7
11/14/2013,143.95
11/13/2013,144.3
11/12/2013,154.55
11/11/2013,156.55
11/8/2013,160.1
11/7/2013,160.35
11/6/2013,163.55
11/5/2013,167.6
11/3/2013,169.5
11/1/2013,167.7
10/31/2013,164
10/30/2013,165
10/29/2013,162.4
10/28/2013,163.25
10/25/2013,163.85
10/24/2013,165.45
10/23/2013,158.75
10/22/2013,161.85
10/21/2013,159.6
10/18/2013,164.2
10/17/2013,162
10/15/2013,158.05
10/14/2013,159.45
10/11/2013,160.05
10/10/2013,160.15
10/9/2013,155.55
10/8/2013,155.8
